;__v;_id;ph;sal;status;timestamp
73;0;60bbc9d8351bca0032468838;7.87;16.425;normal;2021-06-05T19:00:40.444Z
74;0;60bbd7ce351bca00324688aa;7.876241444;15.6;normal;2021-06-05T20:00:14.982Z
75;0;60bbf407351bca003246898f;7.69;16.3125;normal;2021-06-05T22:00:39.567Z
76;0;60bc0201351bca00324689ff;7.83467819;15.5375;normal;2021-06-05T23:00:17.236Z
77;0;60bc1036351bca0032468a69;7.63;16.2875;normal;2021-06-06T00:00:54.427Z
78;0;60bc1e2e351bca0032468adb;7.780183927;15.6875;normal;2021-06-06T01:00:30.879Z
79;0;60bc2c25351bca0032468b4d;7.762220712;15.5125;normal;2021-06-06T02:00:05.284Z
80;0;60bc485c982c4800308fa991;7.87;15.2375;outlier;2021-06-06T04:00:28.084Z
81;0;60bc5656982c4800308faa03;7.775416566;15.1125;normal;2021-06-06T05:00:06.156Z
82;0;60bc6494982c4800308faa75;7.8;16.325;normal;2021-06-06T06:00:52.556Z
83;0;60bc7272982c4800308faae1;7.797564241;13.65;normal;2021-06-06T07:00:02.611Z
84;0;60bc80af982c4800308fab55;7.801040304;16.1125;normal;2021-06-06T08:00:47.334Z
85;0;60bc8ea5982c4800308fabc7;7.808804222;15.725;normal;2021-06-06T09:00:21.858Z
86;0;60bcaad9982c4800308facad;7.88;16.4125;normal;2021-06-06T11:00:41.032Z
87;0;60bcb8cf982c4800308fad1f;7.77;16.325;normal;2021-06-06T12:00:15.545Z
88;0;60bcd502982c4800308fae05;7.811481753;15.25;normal;2021-06-06T14:00:34.714Z
89;0;60bce2f9982c4800308fae77;7.814265256;16.55;normal;2021-06-06T15:00:09.436Z
90;0;60bcf136982c4800308faeeb;7.95;16.4625;normal;2021-06-06T16:00:54.009Z
91;0;60bcff2c1b827b0030d8d352;7.845149402;15.75;normal;2021-06-06T17:00:28.472Z
92;0;60bd0d221b827b0030d8d3c4;7.838179282;15.6375;normal;2021-06-06T18:00:02.976Z
93;0;60bd1b5f1b827b0030d8d438;7.851815139;16.45;normal;2021-06-06T19:00:47.631Z
94;0;60bd29561b827b0030d8d4aa;7.859881816;13.6625;normal;2021-06-06T20:00:22.243Z
95;0;60bd45891b827b0030d8d590;7.869005128;15.25;normal;2021-06-06T22:00:41.429Z
96;0;60bd537f1b827b0030d8d606;7.852806153;15.725;normal;2021-06-06T23:00:15.937Z
97;0;60bd6fb4716d630030667c7b;7.854337503;13.65;normal;2021-06-07T01:00:36.743Z
98;0;60bd7dab77ca440030607e31;7.857569148;15.75;normal;2021-06-07T02:00:11.239Z
99;0;60bd8be577ca440030607e99;7.7;16.25;normal;2021-06-07T03:00:53.942Z
100;0;60bd99dc77ca440030607f0b;7.826743586;15.7;normal;2021-06-07T04:00:28.463Z
101;0;60bda7d377ca440030607f7d;7.98;16.425;normal;2021-06-07T05:00:03.071Z
102;0;60bdb60f77ca440030607ff1;7.843730048;15.25;normal;2021-06-07T06:00:47.733Z
103;0;60bdc40677ca440030608063;7.94;16.4375;normal;2021-06-07T07:00:22.253Z
104;0;60bde04a15f80e00330b665b;7.85;16.3625;normal;2021-06-07T09:00:58.198Z
105;0;60bdee4215f80e00330b66cd;7.9;13.65;normal;2021-06-07T10:00:34.549Z
106;0;60bdfc3715f80e00330b673f;7.90274601;15.5625;normal;2021-06-07T11:00:07.237Z
107;0;60be186a15f80e00330b6825;7.887295211;16.525;normal;2021-06-07T13:00:26.545Z
108;0;60be2661b28126002fee9050;7.896008244;15.6125;normal;2021-06-07T14:00:01.009Z
109;0;60be34799588c30031950139;7.887209893;15.6625;normal;2021-06-07T15:00:09.004Z
110;0;60be42b79588c300319501ad;7.894651872;16.65;normal;2021-06-07T16:00:55.797Z
111;0;60be509c9588c30031950217;7.893582246;15.75;normal;2021-06-07T17:00:12.705Z
112;0;60be5ed09588c30031950287;7.891749493;15.65;normal;2021-06-07T18:00:48.973Z
113;0;60be6cc79588c300319502f9;7.85;16.3875;normal;2021-06-07T19:00:23.372Z
114;0;60be88fa9588c300319503e7;7.84;16.4125;normal;2021-06-07T21:00:42.431Z
115;0;60be96f09588c30031950459;8;13.675;normal;2021-06-07T22:00:16.843Z
116;0;60beb3244a9a860030ce3a72;7.95;16.45;normal;2021-06-08T00:00:36.325Z
117;0;60bec11a4a9a860030ce3ae4;7.72;16.275;normal;2021-06-08T01:00:10.728Z
118;0;60becf574a9a860030ce3b58;7.872;15.6125;normal;2021-06-08T02:00:55.168Z
119;0;60bedd4f4a9a860030ce3bca;7.8764;16.675;normal;2021-06-08T03:00:31.255Z
120;0;60beeb454a9a860030ce3c3c;7.88368;15.725;normal;2021-06-08T04:00:05.447Z
121;0;60bef984dd28ef0031ae9986;7.860416;13.65;normal;2021-06-08T05:00:52.164Z
122;0;60bf077a3a3b970030391fd7;7.92;16.4;normal;2021-06-08T06:00:26.241Z
123;0;60bf15713a3b970030392049;7.8824992;15.5;normal;2021-06-08T07:00:01.219Z
124;0;60bf23ad3a3b9700303920bc;7.88459904;15.6125;normal;2021-06-08T08:00:45.310Z
125;0;60bf31a33a3b97003039212e;7.89;16.3625;normal;2021-06-08T09:00:19.724Z
126;0;60bf4dd73a3b970030392214;7.887502848;15.5125;normal;2021-06-08T11:00:39.304Z
127;0;60bf5bcd3a3b970030392286;7.98;15.975;normal;2021-06-08T12:00:13.234Z
128;0;60bf6a0a3a3b9700303922f9;7.904920218;17.2;normal;2021-06-08T13:00:58.160Z
129;0;60bf780058a6c50032d70fb2;7.909404421;16.35;normal;2021-06-08T14:00:32.265Z
130;0;60bf85f7d8b5f400327d6148;7.914365497;16.8375;normal;2021-06-08T15:00:07.273Z
131;0;60bf9433d8b5f400327d61bc;7.919238597;15.975;normal;2021-06-08T16:00:51.716Z
132;0;60bfa22fd8b5f400327d622e;7.925585747;15.4625;normal;2021-06-08T17:00:31.757Z
133;0;60bfb024d8b5f400327d62a0;7.914702896;15.975;normal;2021-06-08T18:00:04.054Z
134;0;60bfbe60d8b5f400327d6314;7.916659432;16.4625;normal;2021-06-08T19:00:48.165Z
135;0;60bfcc56d8b5f400327d6386;7.918110434;16.475;normal;2021-06-08T20:00:22.673Z
136;0;60bfe88ad8b5f400327d646c;7.82;16.5;normal;2021-06-08T22:00:42.031Z
137;0;60bff680d8b5f400327d64de;7.92;16.4625;normal;2021-06-08T23:00:16.439Z
138;0;60c012b3f63abb00327fc298;7.897894552;15.6125;normal;2021-06-09T01:00:35.428Z
139;0;60c020aaf63abb00327fc30a;7.88;16.3875;normal;2021-06-09T02:00:10.140Z
140;0;60c02ee7f63abb00327fc37e;7.75;16.25;normal;2021-06-09T03:00:55.914Z
141;0;60c03cdef63abb00327fc3f0;7.85357891;13.65;normal;2021-06-09T04:00:30.442Z
142;0;60c04ad4f63abb00327fc462;7.860294693;15.85;normal;2021-06-09T05:00:04.972Z
143;0;60c05913f63abb00327fc4d5;7.848353631;13.65;normal;2021-06-09T06:00:51.250Z
144;0;60c0670bf63abb00327fc545;7.67;13.65;normal;2021-06-09T07:00:27.284Z
145;0;60c07501ab09660031fc389f;7.52;16.1125;normal;2021-06-09T08:00:01.785Z
146;0;60c0833eab09660031fc3913;7.750445447;15.675;normal;2021-06-09T09:00:46.347Z
147;0;60c09134ab09660031fc3985;7.72;16.275;normal;2021-06-09T10:00:20.937Z
148;0;60c0ad69ab09660031fc3a6b;7.701759816;13.6625;normal;2021-06-09T12:00:41.657Z
149;0;60c0bb60ab09660031fc3add;7.672441052;15.7;normal;2021-06-09T13:00:16.272Z
150;0;60c0c99aab09660031fc3b51;7.672929263;15.7625;normal;2021-06-09T14:00:58.880Z
151;0;60c0d79177a38e0030f863a5;7.97;16.525;normal;2021-06-09T15:00:33.797Z
152;0;60c0e58877a38e0030f86417;7.747426026;15.525;normal;2021-06-09T16:00:08.211Z
153;0;60c0f3c677a38e0030f8648b;7.752911231;13.675;normal;2021-06-09T17:00:54.178Z
154;0;60c101bc16b3420030a42c89;7.91;16.525;normal;2021-06-09T18:00:28.398Z
155;0;60c11dee16b3420030a42d60;7.810653304;15.825;normal;2021-06-09T20:00:46.266Z
156;0;60c12be416b3420030a42dcd;7.838198112;16.725;normal;2021-06-09T21:00:20.738Z
157;0;60c1481716b3420030a42eba;7.811837735;16.025;normal;2021-06-09T23:00:39.686Z
158;0;60c1560e16b3420030a42f2b;7.824720077;15.85;normal;2021-06-10T00:00:14.207Z
159;0;60c1644a77a4a80033a224d9;7.839081846;15.7875;normal;2021-06-10T01:00:58.770Z
160;0;60c1724177a4a80033a22547;7.824898215;16.5625;normal;2021-06-10T02:00:33.515Z
161;0;60c1803877a4a80033a225b9;7.827747197;15.675;normal;2021-06-10T03:00:08.193Z
162;0;60c18e7477a4a80033a2262d;7.825657014;15.4875;normal;2021-06-10T04:00:52.646Z
163;0;60c19c6a77a4a80033a2269f;7.828420869;15.825;normal;2021-06-10T05:00:26.748Z
164;0;60c1aa6177a4a80033a2270e;7.829161028;15.9375;normal;2021-06-10T06:00:01.476Z
165;0;60c1b89d77a4a80033a22782;7.64;16.45;normal;2021-06-10T07:00:45.912Z
166;0;60c1c69477a4a80033a227f1;7.790197222;15.525;normal;2021-06-10T08:00:20.622Z
167;0;60c1e2c777a4a80033a228d4;7.782687227;15.475;normal;2021-06-10T10:00:39.611Z
168;0;60c1f0bd77a4a80033a22946;7.774093269;15.05;normal;2021-06-10T11:00:13.714Z
169;0;60c1fefa77a4a80033a229bb;7.763227749;15.25;normal;2021-06-10T12:00:58.266Z
170;0;60c20cf077a4a80033a22a2c;7.750041093;15.6875;normal;2021-06-10T13:00:32.776Z
171;0;60c21ae777a4a80033a22a9e;7.92;16.425;normal;2021-06-10T14:00:07.585Z
172;0;60c22924f3ad050033735264;7.798009868;16.625;normal;2021-06-10T15:00:52.156Z
173;0;60c2371af3ad0500337352d5;7.801074396;16.05;normal;2021-06-10T16:00:26.762Z
174;0;60c245124232be0030526502;7.806470621;15.925;normal;2021-06-10T17:00:02.788Z
175;0;60c2534f4232be0030526576;7.815119196;13.6625;normal;2021-06-10T18:00:47.248Z
176;0;60c27d5e83a7870031f953b7;7.828134816;16.7625;normal;2021-06-10T21:00:14.602Z
177;0;60c28b9b83a7870031f9542e;7.809761779;16.05;normal;2021-06-10T22:00:59.159Z
178;0;60c29991e917780030f56fe9;7.812112162;16.0625;normal;2021-06-10T23:00:33.684Z
179;0;60c2a788e917780030f5705a;7.814319715;13.6625;normal;2021-06-11T00:00:08.083Z
180;0;60c2b5c5e917780030f570ce;7.97;13.6625;normal;2021-06-11T01:00:53.042Z
181;0;60c2c3bbe917780030f57140;7.846865694;15.8;normal;2021-06-11T02:00:27.328Z
182;0;60c2d1b18a723e0031612ee0;7.85061187;15.625;normal;2021-06-11T03:00:01.737Z
183;0;60c2dfee8a723e0031612f54;7.858781888;15.6875;normal;2021-06-11T04:00:46.198Z
184;0;60c2ede48a723e0031612fc6;7.868115833;16.55;normal;2021-06-11T05:00:20.601Z
185;0;60c2fbe18a723e0031613036;7.878875057;15.85;normal;2021-06-11T06:00:01.591Z
186;0;60c30a1e8a723e00316130aa;7.860650069;16.5875;normal;2021-06-11T07:00:46.644Z
187;0;60c318148a723e003161311c;7.863406943;15.7;normal;2021-06-11T08:00:20.946Z
188;0;60c334478a723e00316131ff;7.865965958;13.6625;normal;2021-06-11T10:00:39.807Z
189;0;60c3423e8a723e0031613271;7.97;16.475;normal;2021-06-11T11:00:14.636Z
190;0;60c3507aef02730031f08736;7.887779605;16.475;normal;2021-06-11T12:00:58.704Z
191;0;60c35e71ef02730031f087a8;7.889560515;13.825;normal;2021-06-11T13:00:33.519Z
192;0;60c36c67ef02730031f0881a;7.895342604;15.8125;normal;2021-06-11T14:00:07.933Z
193;0;60c37aa5ef02730031f0888e;7.901729737;15.8;normal;2021-06-11T15:00:53.904Z
194;0;60c3889aef02730031f08900;7.908882492;15.7125;normal;2021-06-11T16:00:26.675Z
195;0;60c39691ef02730031f08972;7.896658991;16.65;normal;2021-06-11T17:00:01.491Z
196;0;60c3eb2abc32d00032d1b376;7.898434868;13.6625;normal;2021-06-11T23:00:58.166Z
197;0;60c3f920bc32d00032d1b3e8;7.900209738;16.5875;normal;2021-06-12T00:00:32.690Z
198;0;60c40717836e480032bfc680;7.901183165;15.325;normal;2021-06-12T01:00:07.081Z
199;0;60c41554647c85003202d9bd;7.901073851;13.6625;normal;2021-06-12T02:00:52.059Z
200;0;60c4234a647c85003202da2f;7.899512123;16.6125;normal;2021-06-12T03:00:26.457Z
201;0;60c43140647c85003202daa1;7.900082749;15.7125;normal;2021-06-12T04:00:00.558Z
202;0;60c44d781d573c00319ab565;7.900412325;16.65;normal;2021-06-12T06:00:24.624Z
203;0;60c469ab8ab16501ff50a0e7;7.900452843;15.5;normal;2021-06-12T08:00:43.671Z
204;0;60c477a28ab16501ff50a157;7.62;15.8125;normal;2021-06-12T09:00:18.293Z
205;0;60c493d58ab16501ff50a23d;7.844092008;15.5625;normal;2021-06-12T11:00:37.474Z
206;0;60c4a1cb7ef3790031ab519c;7.95;13.775;normal;2021-06-12T12:00:11.957Z
207;0;60c4b0087ef3790031ab5210;7.842991435;16.525;normal;2021-06-12T13:00:56.614Z
208;0;60c4bdff7f3d930032d5fb90;7.831507257;15.9625;normal;2021-06-12T14:00:31.237Z
209;0;60c4cbf57f3d930032d5fc02;7.81771814;15.85;normal;2021-06-12T15:00:05.632Z
210;0;60c4da32413ef50033cae7cd;7.857261768;15.4125;outlier;2021-06-12T16:00:50.312Z
211;0;60c4e828413ef50033cae83f;7.85989572;16.65;normal;2021-06-12T17:00:24.798Z
212;0;60c5045ccfa9ac003405ecf7;7.841874864;16.7375;normal;2021-06-12T19:00:44.077Z
213;0;60c51252cfa9ac003405ed69;7.84165155;16.1;normal;2021-06-12T20:00:18.587Z
214;0;60c52e85bb86480031b0563d;7.843680408;16.6625;normal;2021-06-12T22:00:37.779Z
215;0;60c53c7cbb86480031b056af;7.55;16.0875;normal;2021-06-12T23:00:12.276Z
216;0;60c54ab8bb86480031b05723;7.787420508;15.9125;normal;2021-06-13T00:00:56.934Z
217;0;60c558afbb86480031b05795;7.97;16.475;normal;2021-06-13T01:00:31.437Z
218;0;60c566a6b668960031db9c71;8;16.45;normal;2021-06-13T02:00:06.034Z
219;0;60c574e2b668960031db9ce4;7.830220183;15.7;normal;2021-06-13T03:00:50.594Z
220;0;60c582d9b668960031db9d56;7.827528138;15.875;normal;2021-06-13T04:00:25.150Z
221;0;60c590d1b668960031db9dc7;7.97;16.425;normal;2021-06-13T05:00:01.377Z
222;0;60c59f0eb668960031db9e39;7.919549664;15.825;normal;2021-06-13T06:00:46.035Z
223;0;60c5ad04b668960031db9eab;7.909459597;15.9625;normal;2021-06-13T07:00:20.574Z
224;0;60c5c937b668960031db9f91;7.891351517;15.7;normal;2021-06-13T09:00:39.720Z
225;0;60c61d8b3aaa110105ed3092;7.903577783;16.575;normal;2021-06-13T15:00:27.179Z
226;0;60c62b813aaa110105ed30f8;7.97;16.5;normal;2021-06-13T16:00:01.692Z
227;0;60c639be3aaa110105ed3160;7.918787712;16.65;normal;2021-06-13T17:00:46.331Z
228;0;60c647b43aaa110105ed31c6;7.918635322;15.4625;outlier;2021-06-13T18:00:20.847Z
229;0;60c663ee3aaa110105ed3292;7.920470467;15.85;normal;2021-06-13T20:00:46.244Z
230;0;60c671e53aaa110105ed32f8;7.926294257;13.6625;normal;2021-06-13T21:00:21.157Z
231;0;60c68e193aaa110105ed33c6;7.930837552;15.775;normal;2021-06-13T23:00:41.450Z
232;0;60c69c10d260370035e801c0;7.923005062;16.7125;normal;2021-06-14T00:00:16.367Z
233;0;60c6b843d260370035e8028e;7.91;16.4;normal;2021-06-14T02:00:35.234Z
234;0;60c6c641d260370035e802f4;7.922121467;16.6;normal;2021-06-14T03:00:17.621Z
235;0;60c6e27ed260370035e803c2;7.922451668;16.45;normal;2021-06-14T05:00:46.524Z
236;0;60c6f074d260370035e80428;7.92168315;15.8625;normal;2021-06-14T06:00:20.836Z
237;0;60c70ca7d260370035e804f6;7.919852269;15.6125;normal;2021-06-14T08:00:39.685Z
238;0;60c71a9ed260370035e8055c;7.919221711;16.3125;normal;2021-06-14T09:00:14.416Z
239;0;60c728dad260370035e805c4;7.921066053;15.65;normal;2021-06-14T10:00:58.972Z
240;0;60c736d160b4a40031586c74;7.92;15.85;normal;2021-06-14T11:00:33.377Z
241;0;60c744c78e19b70031bd4859;7.93;16.4125;normal;2021-06-14T12:00:07.489Z
242;0;60c753048e19b70031bd48c1;7.922028007;15.7625;normal;2021-06-14T13:00:52.557Z
243;0;60c760fa8e19b70031bd4927;7.922463154;16.725;normal;2021-06-14T14:00:26.566Z
244;0;60c76ef18e19b70031bd498d;7.923111443;16.025;normal;2021-06-14T15:00:01.257Z
245;0;60c77d2d03bd6b0031035ee1;7.923520521;15.375;normal;2021-06-14T16:00:45.487Z
246;0;60c78b2403bd6b0031035f47;7.924224625;16.625;normal;2021-06-14T17:00:20.005Z
247;0;60c7a75703bd6b0031036015;7.92306955;16.7375;normal;2021-06-14T19:00:39.371Z
248;0;60c7b54d144371003256b1cf;7.923277858;13.675;normal;2021-06-14T20:00:13.489Z
249;0;60c7c38a4749e40030397c33;7.66;15.4;normal;2021-06-14T21:00:58.069Z
250;0;60c7d1804749e40030397c99;7.870818511;16.075;normal;2021-06-14T22:00:32.532Z
251;0;60c7df774749e40030397cff;7.860278109;16.875;normal;2021-06-14T23:00:07.055Z
252;0;60c7edb34749e40030397d67;7.847488806;16.05;normal;2021-06-15T00:00:51.605Z
253;0;60c7fbaa4749e40030397dcd;7.97;13.6625;normal;2021-06-15T01:00:26.115Z
254;0;60c809a14749e40030397e33;7.841717085;15.7625;normal;2021-06-15T02:00:01.040Z
255;0;60c817dd4749e40030397e9b;7.878060502;15.825;normal;2021-06-15T03:00:45.532Z
256;0;60c825d34749e40030397f01;7.8795089;15.825;normal;2021-06-15T04:00:19.589Z
257;0;60c842084749e40030397fcf;7.883355059;16.6125;normal;2021-06-15T06:00:40.192Z
258;0;60c84fff4749e40030398035;7.890528309;15.725;normal;2021-06-15T07:00:15.111Z
259;0;60c85e3b4749e4003039809d;7.874633971;15.575;normal;2021-06-15T08:00:59.551Z
260;0;60c86c314749e40030398103;7.64;16.2375;normal;2021-06-15T09:00:33.976Z
261;0;60c87a284749e40030398169;7.96;16.425;normal;2021-06-15T10:00:08.379Z
262;0;60c888654749e400303981d1;7.849703468;16.575;normal;2021-06-15T11:00:53.134Z
263;0;60c8965b4749e40030398237;7.84297315;15.4125;normal;2021-06-15T12:00:27.545Z
264;0;60c8a4514749e4003039829d;7.833462118;16.3125;normal;2021-06-15T13:00:01.647Z
265;0;60c8b28e59d3e10030ca299f;7.825227747;17.475;normal;2021-06-15T14:00:46.514Z
266;0;60c8c08559d3e10030ca2a05;7.88;16.8;normal;2021-06-15T15:00:21.101Z
267;0;60c8eac059d3e10030ca2aeb;7.59;16.5625;normal;2021-06-15T18:00:32.502Z
268;0;60c8f8b62f7aec0032af8dd3;7.794332603;17.3625;normal;2021-06-15T19:00:06.900Z
269;0;60c906f32f7aec0032af8e3b;7.7;17.325;normal;2021-06-15T20:00:51.567Z
270;0;60c914e92f7aec0032af8ea4;7.94;17.4;normal;2021-06-15T21:00:25.969Z
271;0;60c922e02f7aec0032af8f0a;7.69;17.2625;normal;2021-06-15T22:00:00.477Z
272;0;60c931242f7aec0032af8f74;7.98;16.5625;normal;2021-06-15T23:00:52.617Z
273;0;60c93f132f7aec0032af8fda;7.53;16.425;normal;2021-06-16T00:00:19.429Z
274;0;60c95b4678889600306dd710;7.768;16.5125;normal;2021-06-16T02:00:38.712Z
275;0;60c9693d78889600306dd776;7.68;16.525;normal;2021-06-16T03:00:13.036Z
276;0;60c9777978889600306dd7de;7.7296;16.475;normal;2021-06-16T04:00:57.997Z
277;0;60c9857178889600306dd844;7.73752;15.75;normal;2021-06-16T05:00:33.737Z
278;0;60c9936878889600306dd8aa;7.689024;15.925;normal;2021-06-16T06:00:08.347Z
279;0;60c9a1a478889600306dd912;7.7208288;15.8;normal;2021-06-16T07:00:52.685Z
280;0;60c9af9b78889600306dd978;7.71139456;16.5875;normal;2021-06-16T08:00:27.214Z
281;0;60c9bd9178889600306dd9de;7.717673472;15.8;normal;2021-06-16T09:00:01.914Z
282;0;60c9cbce78889600306dda46;7.715288166;16.65;normal;2021-06-16T10:00:46.785Z
